Timestamp,Open,High,Low,Close,Volume
2025-01-08 19:55:00,242.3100,242.4000,242.3000,242.3600,1789
2025-01-08 19:50:00,242.2000,242.4000,242.2000,242.3000,1805
2025-01-08 19:45:00,242.2800,242.3600,242.2000,242.2000,728
2025-01-08 19:40:00,242.2750,242.3600,242.2000,242.3200,484
2025-01-08 19:35:00,242.3350,242.4000,242.2000,242.2000,2864
2025-01-08 19:30:00,242.3550,242.4400,242.2300,242.3900,16810
2025-01-08 19:25:00,242.3700,242.4700,242.2700,242.3550,1067
2025-01-08 19:20:00,242.3900,242.4700,242.2300,242.4250,723
2025-01-08 19:15:00,242.3400,242.4599,242.2100,242.2300,1413
2025-01-08 19:10:00,242.4750,242.5800,242.2000,242.3400,3691
2025-01-08 19:05:00,242.4700,242.5900,242.4700,242.4700,3201
2025-01-08 19:00:00,242.3200,242.4800,242.1600,242.4700,4425
2025-01-08 18:55:00,242.3300,242.4800,242.1600,242.3750,729
2025-01-08 18:50:00,242.3100,242.5000,242.3100,242.3500,141
2025-01-08 18:45:00,242.3550,242.5000,242.1500,242.3100,1192
2025-01-08 18:40:00,242.3400,242.4000,242.3100,242.3550,291
2025-01-08 18:35:00,242.4270,242.5000,242.3100,242.3550,857
2025-01-08 18:30:00,242.3750,242.4400,242.3100,242.3700,251
2025-01-08 18:25:00,242.4000,242.4700,242.3100,242.3850,533
2025-01-08 18:20:00,242.4600,242.7000,242.3000,242.3900,20964
2025-01-08 18:15:00,242.4650,242.5900,242.3400,242.4700,194
2025-01-08 18:10:00,242.4650,242.5900,242.3400,242.4650,248
2025-01-08 18:05:00,242.4550,242.5900,242.3200,242.4650,619
2025-01-08 18:00:00,242.4550,242.5900,242.3100,242.4550,3457
2025-01-08 17:55:00,242.4100,242.4800,242.4100,242.4500,156
2025-01-08 17:50:00,242.3300,242.4800,242.3300,242.4100,285
2025-01-08 17:45:00,242.3500,242.4800,242.3000,242.4050,322
2025-01-08 17:40:00,242.3000,242.4800,242.3000,242.4800,896
2025-01-08 17:35:00,242.3900,242.7000,242.3000,242.3500,410020
2025-01-08 17:30:00,242.4800,242.4800,242.3000,242.3900,604
2025-01-08 17:25:00,242.4600,258.4298,242.2800,242.3500,2496
2025-01-08 17:20:00,242.4200,258.4298,242.4100,242.4600,712
2025-01-08 17:15:00,242.4500,242.4800,242.4100,242.4100,902
2025-01-08 17:10:00,242.3900,242.4800,242.3500,242.4101,2250
2025-01-08 17:05:00,242.4150,242.4300,242.3400,242.3900,1190
2025-01-08 17:00:00,242.4600,242.4800,242.3800,242.4100,1679
2025-01-08 16:55:00,242.4250,242.7000,242.4000,242.4475,1015912
2025-01-08 16:50:00,242.4608,242.5189,242.3800,242.4250,569
2025-01-08 16:45:00,242.5700,242.5900,242.2800,242.5200,5867
2025-01-08 16:40:00,242.4508,242.7000,242.4500,242.5700,113001
2025-01-08 16:35:00,242.6250,242.7000,242.2800,242.4850,12205
2025-01-08 16:30:00,242.7000,242.8000,242.5600,242.6600,3168
2025-01-08 16:25:00,242.6400,242.8100,242.5100,242.7100,19738
2025-01-08 16:20:00,242.5100,242.6788,242.5100,242.6788,7853
2025-01-08 16:15:00,242.4400,242.7000,242.3600,242.5600,502256
2025-01-08 16:10:00,242.5400,242.7000,242.4400,242.5200,61063
2025-01-08 16:05:00,242.7000,244.4100,242.3600,242.5500,62735
2025-01-08 16:00:00,242.7200,242.9300,242.0795,242.5600,15981608
2025-01-08 15:55:00,242.3700,242.9870,242.3400,242.7200,1961283
2025-01-08 15:50:00,242.0800,242.5000,241.8000,242.3900,718046
2025-01-08 15:45:00,242.1300,242.2000,241.9700,242.0500,238868
2025-01-08 15:40:00,241.9100,242.2100,241.8500,242.1400,228403
2025-01-08 15:35:00,242.0900,242.1700,241.9000,241.9100,210330
2025-01-08 15:30:00,242.3800,242.4400,242.0700,242.0900,216519
2025-01-08 15:25:00,242.3400,242.5000,242.1900,242.3840,217577
2025-01-08 15:20:00,242.2150,242.3500,242.1300,242.3215,182549
2025-01-08 15:15:00,241.7200,242.2400,241.7200,242.1650,222454
2025-01-08 15:10:00,241.9700,242.1100,241.6900,241.7200,262085
2025-01-08 15:05:00,242.1224,242.1411,241.8400,241.9700,163255
2025-01-08 15:00:00,241.8900,242.1400,241.8800,242.1200,356083
2025-01-08 14:55:00,241.8250,241.9500,241.7600,241.8700,163978
2025-01-08 14:50:00,242.0300,242.0800,241.7800,241.8135,150545
2025-01-08 14:45:00,241.9700,242.1150,241.8400,242.0300,168434
2025-01-08 14:40:00,242.1200,242.2100,241.8700,241.9950,189177
2025-01-08 14:35:00,242.1899,242.3700,242.0600,242.1400,161991
2025-01-08 14:30:00,242.7800,242.7800,242.1400,242.1680,216571
2025-01-08 14:25:00,242.4550,242.9800,242.3000,242.7950,243509
2025-01-08 14:20:00,242.2350,242.6200,242.1200,242.4500,210168
2025-01-08 14:15:00,241.4300,242.2500,241.4288,242.2200,276408
2025-01-08 14:10:00,241.9600,242.0000,241.4000,241.4098,245348
2025-01-08 14:05:00,241.1900,242.0201,241.1850,241.9950,314074
2025-01-08 14:00:00,241.4250,241.5000,241.0400,241.1800,232369
2025-01-08 13:55:00,241.2900,241.5700,241.1250,241.4220,202828
2025-01-08 13:50:00,241.9100,241.9900,241.1700,241.2884,289131
2025-01-08 13:45:00,242.2300,242.2400,241.8900,241.9178,217000
2025-01-08 13:40:00,242.1700,242.2700,241.8700,242.2350,175563
2025-01-08 13:35:00,242.3500,242.4800,242.1347,242.1600,201430
2025-01-08 13:30:00,242.3500,242.4000,242.1700,242.3350,150845
2025-01-08 13:25:00,242.1500,242.5200,242.1500,242.3500,183258
2025-01-08 13:20:00,242.1300,242.1800,242.0100,242.1600,122203
2025-01-08 13:15:00,241.9650,242.3400,241.9100,242.1200,240394
2025-01-08 13:10:00,242.0900,242.2400,241.8600,241.9700,166628
2025-01-08 13:05:00,241.8799,242.1400,241.8400,242.0700,178088
2025-01-08 13:00:00,241.3900,241.9000,241.3500,241.8600,290102
2025-01-08 12:55:00,241.4400,241.5199,241.3500,241.4000,195010
2025-01-08 12:50:00,241.4050,241.5400,241.2400,241.4201,248593
2025-01-08 12:45:00,241.6000,241.6830,241.3400,241.3970,228552
2025-01-08 12:40:00,241.2900,241.6499,241.2800,241.5800,240028
2025-01-08 12:35:00,241.4100,241.5000,241.2000,241.2900,207151
2025-01-08 12:30:00,241.3900,241.5900,241.2748,241.4000,313608
2025-01-08 12:25:00,241.8000,241.9700,241.2400,241.3700,280832
2025-01-08 12:20:00,242.3300,242.5000,241.7800,241.7900,434264
2025-01-08 12:15:00,242.3450,242.4000,242.1200,242.3300,381421
2025-01-08 12:10:00,242.6600,242.6700,242.2700,242.3500,247740
2025-01-08 12:05:00,243.0250,243.0250,242.6300,242.6700,223284
2025-01-08 12:00:00,243.2800,243.2828,242.9755,243.0000,174600
2025-01-08 11:55:00,243.3000,243.4300,243.2100,243.2750,152082
2025-01-08 11:50:00,243.4101,243.4499,243.1500,243.3000,311897
2025-01-08 11:45:00,243.4300,243.5800,243.3200,243.4200,238782
2025-01-08 11:40:00,243.3600,243.5578,243.2100,243.4450,196968
